phase,peak_time,confidence
S,2022-12-20 17:33:59.330,0.5545339584350586
S,2022-12-20 17:34:23.050,0.5882822275161743
S,2022-12-20 17:35:07.780,0.6977211236953735
S,2022-12-20 17:35:48.080,0.5834278464317322
S,2022-12-20 17:37:06.980,0.3889295756816864
S,2022-12-20 17:39:03.990,0.8180910348892212
S,2022-12-20 17:40:14.250,0.619187593460083
S,2022-12-20 17:40:37.130,0.4290488362312317
S,2022-12-20 17:41:06.610,0.8326656222343445
S,2022-12-20 17:41:46.820,0.5072730183601379
S,2022-12-20 17:42:13.050,0.8518860340118408
S,2022-12-20 17:44:14.780,0.3221079409122467
S,2022-12-20 17:46:05.450,0.6669390201568604
